Index;Row type;Section;Tax point;Variant;Unit;Price;Parent index;Level;Confidence;Reason
194;TAX_NODE;6.1.2;Surt organisk fast ämne;;kilogram;127,50;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
195;TAX_NODE;6.1.2;Surt oorganisk vätska;;kilogram;127,50;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
196;TAX_NODE;6.1.2;Surt organisk vätska;;kilogram;127,50;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
197;TAX_NODE;6.1.2;Ammoniaklösning;;kilogram;63,38;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
198;TAX_NODE;6.1.2;Alkaliskt avfall fast;;kilogram;27,75;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
199;TAX_NODE;6.1.2;Basiskt organiskt fast/flytande;;kilogram;46,50;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
200;TAX_NODE;6.1.2;Fotokemikalier;;kilogram;38,25;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
201;TAX_NODE;6.1.2;Bekämpningsmedel aerosoler;;kilogram;73,69;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
202;TAX_NODE;6.1.2;Bekämpningsmedel fast;;kilogram;85,88;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
203;TAX_NODE;6.1.2;Bekämpningsmedel flytande;;kilogram;61,69;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
204;TAX_NODE;6.1.2;Kvicksilverhaltigt avfall;;kilogram;1 034,81;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
205;TAX_NODE;6.1.2;Kvicksilver i föremål;;kilogram;1 034,81;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
206;TAX_NODE;6.1.2;Oljehaltigt avfall (ej PCB);;liter;15,94;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
207;TAX_NODE;6.1.2;Olja förorenad (ej PCB);;liter;23,44;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
208;TAX_NODE;6.1.2;Färg-, lack-, limburkar lösning;;kilogram;19,88;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
209;TAX_NODE;6.1.2;Färg-, lack-, limburkar lösning aerosoler;;kilogram;43,31;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
210;TAX_NODE;6.1.2;Isocyanater;;kilogram;103,88;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
211;TAX_NODE;6.1.2;Härdare metyl- etylketonperoxid;;kilogram;109,88;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
212;TAX_NODE;6.1.2;Härdare dibenzoylperoxid;;kilogram;114,38;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
213;TAX_NODE;6.1.2;Färg-,lack-, limburkar vattenbaserade;;kilogram;15,38;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
214;TAX_NODE;6.1.2;Tensida alkaliska flytande avfall;;kilogram;25,50;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
215;TAX_NODE;6.1.2;Rengöring/vaskmedel fast;;kilogram;27,19;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
216;TAX_NODE;6.1.2;Alkaliska flytande avfall;;kilogram;27,75;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
217;TAX_NODE;6.1.2;Cytotoxiska läkemedel, cytostat;;kilogram;64,88;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
218;TAX_NODE;6.1.2;Rökdetektor med andra isotoper;;kilogram;1 911,75;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
219;TAX_NODE;6.1.2;Rökdetektor med Am 241;;kilogram;1 911,75;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
220;TAX_NODE;6.1.2;Batterier stav, pencell;;kilogram;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
221;TAX_NODE;6.1.2;Batterier lithium;;kilogram;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
222;TAX_NODE;6.1.2;Bil-, mcbatteri med bly;;styck;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
223;TAX_NODE;6.1.2;Glödlampor;;kilogram;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
224;TAX_NODE;6.1.2;Lysrör;;kilogram;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
225;TAX_NODE;6.1.2;Elavfall, små elektronik;;kilogram;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
226;TAX_NODE;6.1.2;El-avfall fast installation;;kilogram;37,60;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
227;TAX_NODE;6.1.2;El-avfall kabel;;kilogram;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
228;TAX_NODE;6.1.2;Toner, färgpatron med elektronik;;kilogram;37,60;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
229;TAX_NODE;6.1.2;Tv, radio, skärm, skrivare utan färgpatron;;kilogram;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
230;TAX_NODE;6.1.2;Kyl-, frysskåp, -box;;styck;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
231;TAX_NODE;6.1.2;Kyl-, frysskåp, -box från verksamhet;;kilogram;37,60;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
232;TAX_NODE;6.1.2;Spis, tvätt-, diskmaskin;;styck;0,00;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
233;TAX_NODE;6.1.2;Spis, tvätt-, diskmaskin från verksamhet;;kilogram;37,60;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
234;TAX_NODE;6.1.3;Container X m3;;m³;XX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
235;TAX_NODE;6.1.3;Container X m3;;m³;XX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
236;TAX_NODE;6.1.3;Container X m3;;m³;XX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
237;TAX_NODE;6.1.3;Omklassning av felsorterad container;;container;XX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
238;TAX_NODE;6.1.4;Okänt farligt avfall (säkerhetsdatablad saknas);;fraktion;XXX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
239;TAX_NODE;6.1.4;Ombud för rapportering av farligt avfall i Avfallsregistret;;tillfälle;XXX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
240;TAX_NODE;6.1.4;Administrativ rapporteringsavgift till Avfallsregistret;;tillfälle;XXX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
241;TAX_NODE;6.1.4;Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen;;tillfälle;XXX kr;154;4;0.86;Rad innehåller taxeterm, enhet, volym eller pris.
