Status;Score;Metod;Parser paragraf;Parser taxapunkt;Parser variant;Parser enhet;Föreslagen strTaxekod;Föreslagen strTaxebenamning;Föreslagen strFaktor;Föreslagen strTaxedelAvser;Föreslagen strFormel;Källa;Kommentar
NO_SUGGESTION;0.100;Knowledge weighted standard match;6.1.2;Tändare;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.112;Knowledge weighted standard match;6.1.2;Syrgas;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.120;Knowledge weighted standard match;6.1.2;Oxiderande fast ämne/vätska;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.084;Knowledge weighted standard match;6.1.2;Klorex;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.115;Knowledge weighted standard match;6.1.2;Aerosoler isocyanat, bekämpning;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.111;Knowledge weighted standard match;6.1.2;Gasol inkl tub;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.102;Knowledge weighted standard match;6.1.2;Gasol, blå programmet;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.129;Knowledge weighted standard match;6.1.2;Giftig organisk vätska;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.122;Knowledge weighted standard match;6.1.2;Småkemikalier, ej Hg-haltiga;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.127;Knowledge weighted standard match;6.1.2;Giftig oorganisk vätska;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.122;Knowledge weighted standard match;6.1.2;Oxidationsmedel, flytande;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.121;Knowledge weighted standard match;6.1.2;Asbest, emballerat;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.143;Knowledge weighted standard match;6.1.2;Smittförande avfall;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.127;Knowledge weighted standard match;6.1.2;Lösningsmedel;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.121;Knowledge weighted standard match;6.1.2;Väteperoxid;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.109;Knowledge weighted standard match;6.1.2;Flourvätesyra;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.121;Knowledge weighted standard match;6.1.2;Svavelsyra;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.134;Knowledge weighted standard match;6.1.2;Salpetersyra;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.123;Knowledge weighted standard match;6.1.2;Surt oorganisk fast ämne;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.125;Knowledge weighted standard match;6.1.2;Surt organisk fast ämne;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.120;Knowledge weighted standard match;6.1.2;Surt oorganisk vätska;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.122;Knowledge weighted standard match;6.1.2;Surt organisk vätska;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.140;Knowledge weighted standard match;6.1.2;Ammoniaklösning;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.122;Knowledge weighted standard match;6.1.2;Alkaliskt avfall fast;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.126;Knowledge weighted standard match;6.1.2;Basiskt organiskt fast/flytande;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.093;Knowledge weighted standard match;6.1.2;Fotokemikalier;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.133;Knowledge weighted standard match;6.1.2;Bekämpningsmedel aerosoler;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.135;Knowledge weighted standard match;6.1.2;Bekämpningsmedel fast;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.125;Knowledge weighted standard match;6.1.2;Bekämpningsmedel flytande;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.119;Knowledge weighted standard match;6.1.2;Kvicksilverhaltigt avfall;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.136;Knowledge weighted standard match;6.1.2;Kvicksilver i föremål;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.124;Knowledge weighted standard match;6.1.2;Oljehaltigt avfall (ej PCB);;liter;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.117;Knowledge weighted standard match;6.1.2;Olja förorenad (ej PCB);;liter;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.121;Knowledge weighted standard match;6.1.2;Färg-, lack-, limburkar lösning;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.142;Knowledge weighted standard match;6.1.2;Färg-, lack-, limburkar lösning aerosoler;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.121;Knowledge weighted standard match;6.1.2;Isocyanater;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.120;Knowledge weighted standard match;6.1.2;Härdare metyl- etylketonperoxid;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.117;Knowledge weighted standard match;6.1.2;Härdare dibenzoylperoxid;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.126;Knowledge weighted standard match;6.1.2;Färg-,lack-, limburkar vattenbaserade;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.109;Knowledge weighted standard match;6.1.2;Tensida alkaliska flytande avfall;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.127;Knowledge weighted standard match;6.1.2;Rengöring/vaskmedel fast;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.109;Knowledge weighted standard match;6.1.2;Alkaliska flytande avfall;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.115;Knowledge weighted standard match;6.1.2;Cytotoxiska läkemedel, cytostat;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.089;Knowledge weighted standard match;6.1.2;Rökdetektor med andra isotoper;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.077;Knowledge weighted standard match;6.1.2;Rökdetektor med Am 241;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.111;Knowledge weighted standard match;6.1.2;Batterier stav, pencell;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.102;Knowledge weighted standard match;6.1.2;Batterier lithium;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.289;Knowledge weighted standard match;6.1.2;Bil-, mcbatteri med bly;;styck;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.087;Knowledge weighted standard match;6.1.2;Glödlampor;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.078;Knowledge weighted standard match;6.1.2;Lysrör;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.098;Knowledge weighted standard match;6.1.2;Elavfall, små elektronik;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.145;Knowledge weighted standard match;6.1.2;El-avfall fast installation;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.103;Knowledge weighted standard match;6.1.2;El-avfall kabel;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.120;Knowledge weighted standard match;6.1.2;Toner, färgpatron med elektronik;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.138;Knowledge weighted standard match;6.1.2;Tv, radio, skärm, skrivare utan färgpatron;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.280;Knowledge weighted standard match;6.1.2;Kyl-, frysskåp, -box;;styck;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.084;Knowledge weighted standard match;6.1.2;Kyl-, frysskåp, -box från verksamhet;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.317;Knowledge weighted standard match;6.1.2;Spis, tvätt-, diskmaskin;;styck;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.107;Knowledge weighted standard match;6.1.2;Spis, tvätt-, diskmaskin från verksamhet;;kilogram;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.098;Knowledge weighted standard match;6.1.3;Container X m3;;m³;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.098;Knowledge weighted standard match;6.1.3;Container X m3;;m³;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.098;Knowledge weighted standard match;6.1.3;Container X m3;;m³;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.159;Knowledge weighted standard match;6.1.3;Omklassning av felsorterad container;;container;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.112;Knowledge weighted standard match;6.1.4;Okänt farligt avfall (säkerhetsdatablad saknas);;fraktion;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.117;Knowledge weighted standard match;6.1.4;Ombud för rapportering av farligt avfall i Avfallsregistret;;tillfälle;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.123;Knowledge weighted standard match;6.1.4;Administrativ rapporteringsavgift till Avfallsregistret;;tillfälle;;;;;;;Ingen tillräckligt stark kunskapsträff.
NO_SUGGESTION;0.111;Knowledge weighted standard match;6.1.4;Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen;;tillfälle;;;;;;;Ingen tillräckligt stark kunskapsträff.
