WordTaxID;Status;Metod;Confidence;Word paragraf;Word taxapunkt;Word variant;Word enhet;Excel rad;Excel paragraf;Excel taxapunkt;Excel variant;Excel enhet;Excel taxakod;Duplicate EDP allowed;Kommentar
WTX-5-2-B520FF64-01;MISSING;no Taxepunkter row;0.0;5.2;Hantering av brunnslock som väger 15-25 kg;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-2-4AE5AD4F-01;MISSING;no Taxepunkter row;0.0;5.2;Krav på information om tömningstid;;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-2-84B46C16-01;MISSING;no Taxepunkter row;0.0;5.2;Krav på närvaro vid specificerad tömningstid;;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-2-600A739F-01;MISSING;no Taxepunkter row;0.0;5.2;Hantering av kod för kodlås vid tömning;;tömning;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-2-AEB1EBD6-01;MISSING;no Taxepunkter row;0.0;5.2;Hetvattentvätt med spolbil, timersättning;;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-2-D1A679E9-01;MISSING;no Taxepunkter row;0.0;5.2;Silikontätning per lock;;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-2-E249C20D-01;MISSING;no Taxepunkter row;0.0;5.2;Tömning av extra tank i samband med ordinarie/budad tömning upp till 5 m3;;m³;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-3-8480D728-01;MISSING;no Taxepunkter row;0.0;5.3;Budning inom ordinarie tömningsperiod (1 maj- 31 oktober);;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-5-3-84845886-01;MISSING;no Taxepunkter row;0.0;5.3;Budning utanför ordinarie tömningsperiod;;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-1-D22C7D28-01;MAPPED;section+tax_point;0.75;6.1.1;Verksamheter;;;246;§6.1.1;Verksamheter;;kr/besök;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-1-2070E839-01;MAPPED;section+tax_point;0.75;6.1.1;Övriga abonnemangstyper;;;247;§6.1.1;Övriga abonnemangstyper;;kr/besök;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-1-8CE294ED-01;MAPPED;section+tax_point;0.75;6.1.1;Vågkort;;;248;§6.1.1;Vågkort;;kr/besök;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-1-7EB117E6-01;MAPPED;section+tax_point;0.75;6.1.1;Borttappat vågkort;;;249;§6.1.1;Borttappat vågkort;;kr/besök;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-1-CF0DADFC-01;MISSING;no Taxepunkter row;0.0;6.1.1;Ej redovisad ankomst till ÅVC (för företagare och privatpersoner som lämnar verksamhetsavfall utan att anmäla sin ankomst);;besök;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-1-BFE0328B-01;MAPPED;section+tax_point;0.75;6.1.1;Ej redovisad eller fel redovisad fraktion av avfall;;fraktion;251;§6.1.1;Ej redovisad eller fel redovisad fraktion av avfall;;kr/fraktion;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-69FC6FD5-01;MAPPED;section+tax_point;0.75;6.1.2;Avfall till energiåtervinning (240 L sopsäck);;styck;253;§6.1.2;Avfall till energiåtervinning (240 L sopsäck);200301;kr/st;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-3FECC6E9-01;MAPPED;section+tax_point;0.75;6.1.2;Avfall till energiåtervinning;;kilogram;254;§6.1.2;Avfall till energiåtervinning;200301;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-C9589A99-01;MAPPED;section+tax_point;0.75;6.1.2;Skrymmande avfall till energiåtervinning större än 20×20×80;;kilogram;255;§6.1.2;Skrymmande avfall till energiåtervinning större än 20x20x80;200307;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-1474A523-01;MAPPED;section+tax_point;0.75;6.1.2;Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp;;kilogram;256;§6.1.2;Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp;170201;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-3C1B843B-01;MAPPED;section+tax_point;0.75;6.1.2;Träavfall – behandlat, utan tapet, plastmatta, tjärpapp;;kilogram;257;§6.1.2;Träavfall – behandlat, utan tapet, plastmatta, tjärpapp;170201;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-BEA4C41C-01;MISSING;no Taxepunkter row;0.0;6.1.2;Tryckimpregnerat virke, pall;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-424F42FB-01;MAPPED;section+tax_point;0.75;6.1.2;Betong, lättbetong;;kilogram;259;§6.1.2;Betong, lättbetong;170101;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-F03A2296-01;MAPPED;section+tax_point;0.75;6.1.2;Gips, gipsskivor;;kilogram;260;§6.1.2;Gips, gipsskivor;170802;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-FACCE0BD-01;MAPPED;section+tax_point;0.75;6.1.2;Tegel;;kilogram;261;§6.1.2;Tegel;170102;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-5125883B-01;MAPPED;section+tax_point;0.75;6.1.2;Fönster- och planglas utan karm;;kilogram;262;§6.1.2;Fönster- och planglas utan karm;170202;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-F43A395E-01;MAPPED;section+tax_point;0.75;6.1.2;Fönster med karm;;;263;§6.1.2;Fönster med karm;;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-467B8014-01;MAPPED;section+tax_point;0.75;6.1.2;Plast;;kilogram;264;§6.1.2;Plast;;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-4CA30FB1-01;MAPPED;section+tax_point;0.75;6.1.2;Isolering utan innehåll av asbest;;m³;265;§6.1.2;Isolering utan innehåll av asbest;170604;kr/m3;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-E56CCFA4-01;MAPPED;section+tax_point;0.75;6.1.2;Klinker, keramik, porslin;;kilogram;266;§6.1.2;Klinker, keramik, porslin;170103;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-808B2B8D-01;MAPPED;section+tax_point;0.75;6.1.2;Handfat;;styck;267;§6.1.2;Handfat;170103;kr/st;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-C8307E11-01;MISSING;no Taxepunkter row;0.0;6.1.2;WC-stol;;styck;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-CAD0382F-01;MAPPED;section+tax_point;0.75;6.1.2;Metall;;kilogram;269;§6.1.2;Metall;200140;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-A77386BF-01;MAPPED;section+tax_point;0.75;6.1.2;Textilier;;kilogram;270;§6.1.2;Textilier;;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-762FD283-01;MAPPED;section+tax_point;0.75;6.1.2;Fiskeredskap;;kilogram;271;§6.1.2;Fiskeredskap;;kr/kg;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-C94F8F6B-01;MAPPED;section+tax_point;0.75;6.1.2;Ätbart fett/frityrolja;;liter;272;§6.1.2;Ätbart fett/frityrolja;;kr/l;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-A0502379-01;MAPPED;section+tax_point;0.75;6.1.2;Kvistar och grenar;;m³;273;§6.1.2;Kvistar och grenar;200201;kr/m3;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-8FEE73B7-01;MAPPED;section+tax_point;0.75;6.1.2;Jord;;;274;§6.1.2;Jord;;kr/m3;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-9A6D9B93-01;MAPPED;section+tax_point;0.75;6.1.2;Sten;;;275;§6.1.2;Sten;;kr/m3;;YES;Word-raden finns i Taxepunkter men variant eller enhet skiljer.
WTX-6-1-2-3A8CD008-01;MISSING;no Taxepunkter row;0.0;6.1.2;Stubbar/rötter för krossning;;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-0E866EC0-01;MISSING;no Taxepunkter row;0.0;6.1.2;Flera fraktioner för egen sortering på ramp (max 2 m³);;m³;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-F6699462-01;MISSING;no Taxepunkter row;0.0;6.1.2;Osorterat avfall till sortering (ej innehåll av farligt avfall och elavfall);;;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-53BC78A6-01;MISSING;no Taxepunkter row;0.0;6.1.2;Tonerkassetter, utan elektronik/chip;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-424BE277-01;MISSING;no Taxepunkter row;0.0;6.1.2;Oljeemulsion, emballerat;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-83A6C80F-01;MISSING;no Taxepunkter row;0.0;6.1.2;Förorenad olja innehållande PCB;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-5C9B5626-01;MISSING;no Taxepunkter row;0.0;6.1.2;Oljeavskiljarslam;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-DF5526D5-01;MISSING;no Taxepunkter row;0.0;6.1.2;Diesel;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-DE6ADE4C-01;MISSING;no Taxepunkter row;0.0;6.1.2;Bensinrester;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-8F916C0A-01;MISSING;no Taxepunkter row;0.0;6.1.2;Hydralslang, med/utan koppling;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-138370B1-01;MISSING;no Taxepunkter row;0.0;6.1.2;Förpackningar, tömde ej rengjorda;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-B4697E98-01;MISSING;no Taxepunkter row;0.0;6.1.2;Oljeavfall, fast osorterat emba;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-68E450D8-01;MISSING;no Taxepunkter row;0.0;6.1.2;Absorbermedel, filtermaterial;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-DBF10C2D-01;MISSING;no Taxepunkter row;0.0;6.1.2;Oljefilter;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-9A213AE1-01;MISSING;no Taxepunkter row;0.0;6.1.2;Bromsvätska;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-41D911DD-01;MISSING;no Taxepunkter row;0.0;6.1.2;Transformator, kondensator med PCB;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-EC87E0C0-01;MISSING;no Taxepunkter row;0.0;6.1.2;Fogskum;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-75726B03-01;MISSING;no Taxepunkter row;0.0;6.1.2;Halon;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-0B3CA52F-01;MISSING;no Taxepunkter row;0.0;6.1.2;Koldioxid;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-25BB6E14-01;MISSING;no Taxepunkter row;0.0;6.1.2;Brandsläckare;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-6CB8AA0F-01;MISSING;no Taxepunkter row;0.0;6.1.2;Helium;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-1B9385E6-01;MISSING;no Taxepunkter row;0.0;6.1.2;Tändare;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-2454A459-01;MISSING;no Taxepunkter row;0.0;6.1.2;Syrgas;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-27FA737E-01;MISSING;no Taxepunkter row;0.0;6.1.2;Oxiderande fast ämne/vätska;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-0F00AE91-01;MISSING;no Taxepunkter row;0.0;6.1.2;Klorex;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-28862044-01;MISSING;no Taxepunkter row;0.0;6.1.2;Aerosoler isocyanat, bekämpning;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-545F29B6-01;MISSING;no Taxepunkter row;0.0;6.1.2;Gasol inkl tub;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-F5FB256D-01;MISSING;no Taxepunkter row;0.0;6.1.2;Gasol, blå programmet;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-C036E75E-01;MISSING;no Taxepunkter row;0.0;6.1.2;Giftig organisk vätska;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-E7B6466C-01;MISSING;no Taxepunkter row;0.0;6.1.2;Småkemikalier, ej Hg-haltiga;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-BE144EC5-01;MISSING;no Taxepunkter row;0.0;6.1.2;Giftig oorganisk vätska;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-D3ECD2FB-01;MISSING;no Taxepunkter row;0.0;6.1.2;Oxidationsmedel, flytande;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-417E6DD9-01;MISSING;no Taxepunkter row;0.0;6.1.2;Asbest, emballerat;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-04B66A54-01;MISSING;no Taxepunkter row;0.0;6.1.2;Smittförande avfall;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-07762697-01;MISSING;no Taxepunkter row;0.0;6.1.2;Lösningsmedel;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-396875DF-01;MISSING;no Taxepunkter row;0.0;6.1.2;Väteperoxid;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-E9A284D0-01;MISSING;no Taxepunkter row;0.0;6.1.2;Flourvätesyra;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-152CE80D-01;MISSING;no Taxepunkter row;0.0;6.1.2;Svavelsyra;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-59A5B96E-01;MISSING;no Taxepunkter row;0.0;6.1.2;Salpetersyra;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-53F0B349-01;MISSING;no Taxepunkter row;0.0;6.1.2;Surt oorganisk fast ämne;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-C8B61A27-01;MISSING;no Taxepunkter row;0.0;6.1.2;Surt organisk fast ämne;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-14C82E98-01;MISSING;no Taxepunkter row;0.0;6.1.2;Surt oorganisk vätska;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-3392FA4A-01;MISSING;no Taxepunkter row;0.0;6.1.2;Surt organisk vätska;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-4B0A44E4-01;MISSING;no Taxepunkter row;0.0;6.1.2;Ammoniaklösning;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-7DE8B19F-01;MISSING;no Taxepunkter row;0.0;6.1.2;Alkaliskt avfall fast;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-F25DD6CA-01;MISSING;no Taxepunkter row;0.0;6.1.2;Basiskt organiskt fast/flytande;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-1DD5AAB1-01;MISSING;no Taxepunkter row;0.0;6.1.2;Fotokemikalier;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-C55E1322-01;MISSING;no Taxepunkter row;0.0;6.1.2;Bekämpningsmedel aerosoler;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-08209A2F-01;MISSING;no Taxepunkter row;0.0;6.1.2;Bekämpningsmedel fast;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-4DC2C846-01;MISSING;no Taxepunkter row;0.0;6.1.2;Bekämpningsmedel flytande;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-3DD9F3BC-01;MISSING;no Taxepunkter row;0.0;6.1.2;Kvicksilverhaltigt avfall;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-B50AC4EA-01;MISSING;no Taxepunkter row;0.0;6.1.2;Kvicksilver i föremål;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-8D0B4721-01;MISSING;no Taxepunkter row;0.0;6.1.2;Oljehaltigt avfall (ej PCB);;liter;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-4D321AA5-01;MISSING;no Taxepunkter row;0.0;6.1.2;Olja förorenad (ej PCB);;liter;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-02E20EE4-01;MISSING;no Taxepunkter row;0.0;6.1.2;Färg-, lack-, limburkar lösning;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-278514D5-01;MISSING;no Taxepunkter row;0.0;6.1.2;Färg-, lack-, limburkar lösning aerosoler;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-79191E18-01;MISSING;no Taxepunkter row;0.0;6.1.2;Isocyanater;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-6356D040-01;MISSING;no Taxepunkter row;0.0;6.1.2;Härdare metyl- etylketonperoxid;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-8F4A8243-01;MISSING;no Taxepunkter row;0.0;6.1.2;Härdare dibenzoylperoxid;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-997BDF26-01;MISSING;no Taxepunkter row;0.0;6.1.2;Färg-,lack-, limburkar vattenbaserade;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-D9FF9E3B-01;MISSING;no Taxepunkter row;0.0;6.1.2;Tensida alkaliska flytande avfall;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-502400A9-01;MISSING;no Taxepunkter row;0.0;6.1.2;Rengöring/vaskmedel fast;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-09BFA3E0-01;MISSING;no Taxepunkter row;0.0;6.1.2;Alkaliska flytande avfall;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-6CF8AC4F-01;MISSING;no Taxepunkter row;0.0;6.1.2;Cytotoxiska läkemedel, cytostat;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-6B7D869E-01;MISSING;no Taxepunkter row;0.0;6.1.2;Rökdetektor med andra isotoper;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-CC7235D7-01;MISSING;no Taxepunkter row;0.0;6.1.2;Rökdetektor med Am 241;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-CA3DE9E0-01;MISSING;no Taxepunkter row;0.0;6.1.2;Batterier stav, pencell;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-37DE3439-01;MISSING;no Taxepunkter row;0.0;6.1.2;Batterier lithium;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-154504E5-01;MISSING;no Taxepunkter row;0.0;6.1.2;Bil-, mcbatteri med bly;;styck;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-EE97EAA2-01;MISSING;no Taxepunkter row;0.0;6.1.2;Glödlampor;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-F6F14BE3-01;MISSING;no Taxepunkter row;0.0;6.1.2;Lysrör;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-6985E84D-01;MISSING;no Taxepunkter row;0.0;6.1.2;Elavfall, små elektronik;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-CC332D3D-01;MISSING;no Taxepunkter row;0.0;6.1.2;El-avfall fast installation;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-96815AFE-01;MISSING;no Taxepunkter row;0.0;6.1.2;El-avfall kabel;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-9783DE46-01;MISSING;no Taxepunkter row;0.0;6.1.2;Toner, färgpatron med elektronik;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-E201B61A-01;MISSING;no Taxepunkter row;0.0;6.1.2;Tv, radio, skärm, skrivare utan färgpatron;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-B86F8F8A-01;MISSING;no Taxepunkter row;0.0;6.1.2;Kyl-, frysskåp, -box;;styck;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-714578BE-01;MISSING;no Taxepunkter row;0.0;6.1.2;Kyl-, frysskåp, -box från verksamhet;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-2845269C-01;MISSING;no Taxepunkter row;0.0;6.1.2;Spis, tvätt-, diskmaskin;;styck;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-2-15B98EE1-01;MISSING;no Taxepunkter row;0.0;6.1.2;Spis, tvätt-, diskmaskin från verksamhet;;kilogram;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-3-063B1C5A-01;MISSING;no Taxepunkter row;0.0;6.1.3;Container X m3;;m³;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-3-063B1C5A-02;MISSING;no Taxepunkter row;0.0;6.1.3;Container X m3;;m³;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-3-063B1C5A-03;MISSING;no Taxepunkter row;0.0;6.1.3;Container X m3;;m³;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-3-A54D38B1-01;MISSING;no Taxepunkter row;0.0;6.1.3;Omklassning av felsorterad container;;container;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-4-FC2CAF4E-01;MISSING;no Taxepunkter row;0.0;6.1.4;Okänt farligt avfall (säkerhetsdatablad saknas);;fraktion;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-4-B94E825F-01;MISSING;no Taxepunkter row;0.0;6.1.4;Ombud för rapportering av farligt avfall i Avfallsregistret;;tillfälle;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-4-BDF23A3F-01;MISSING;no Taxepunkter row;0.0;6.1.4;Administrativ rapporteringsavgift till Avfallsregistret;;tillfälle;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
WTX-6-1-4-F599B5E1-01;MISSING;no Taxepunkter row;0.0;6.1.4;Ombud för registrering av El-kretsen avlämnarintyg i Hämtplatsportalen;;tillfälle;;;;;;;YES;Word-raden saknar motsvarande rad i Taxepunkter.
