Sheet;Candidate row;Score;Non-empty count;Values
Taxa_från_edp;22;0.225;14;117 | BDTÖ6SLBUD | BDT över 6 m³, slam. Budning | RENH | SLAM | 1 | ÅRKV | BDT över 6 m³, slam. Budning | 0 | 2023-01-01 00:00:00 | 0
Taxa_från_edp;23;0.225;14;144 | BDTÖ6SLORD | BDT över 6 m³, slam. Ord. tur | RENH | SLAM | 1 | ÅRKV | BDT över 6 m³, slam. Ord. tur | 0 | 2023-01-01 00:00:00 | 0
Taxa_från_edp;24;0.225;14;262 | BEHASKA | Behandlingsavgift Aska | RENH | CONT | 1 | KVAN | Behandlingsavgift Aska | 650 | 2025-01-01 00:00:00 | 0
Taxa_från_edp;25;0.225;14;267 | BEHREST | Behandlingsavgift Restavfall | RENH | CONT | 1 | KVAN | Behandlingsavgift Restavfall | 2500 | 2025-01-01 00:00:00 | 0
Taxa_från_edp;26;0.225;14;289 | BEHSLAM | Behandlingsavgift Slam | RENH | CONT | 1 | KVAN | Behandlingsavgift Slam | 0 | 2025-01-01 00:00:00 | 0
Taxa_från_edp;27;0.225;14;296 | BEHSLAMSTAT | Behandlingsavgift Slam Statistik | RENH | CONT | 1 | KVAN | Behandlingsavgift Slam | 0 | 2025-01-01 00:00:00 | 0
Taxa_från_edp;28;0.225;14;162 | BETALSÄCK | Betalsäck, pris per säck | RENH | HUSH | 1 | KVAN | Betalsäck, pris per säck | 128 | 2023-10-01 00:00:00 | 0
Taxa_från_edp;29;0.225;14;209 | BINI1000 | Bini 1000 lastväxlare- | RENH | EXT | 1 | KVAN | Bini 1000 lastväxlare | 248 | 2023-01-01 00:00:00 | 0
Taxa_från_edp;30;0.225;14;208 | BINI500 | Bini 610/500 | RENH | EXT | 1 | KVAN | Bini 610/500 | 240 | 2023-01-01 00:00:00 | 0
Taxa_från_edp;2;0.2087;13;13 | A | AVLOPP BOSTADSHUS | VA | AVL | 1 | ÅRPR | Avlopp bostadshus | 2762 | 2025-01-01 00:00:00 | 0
Taxa_från_edp;3;0.2087;13;14 | AF | AVLOPP FRITIDSHUS | VA | AVL | 1 | ÅRPR | Avlopp fritidshus | 1939 | 2025-01-01 00:00:00 | 0
Taxa_från_edp;15;0.2087;13;156 | AOBF | A, OBEBYGGD FAST. INOM DETALJPLAN | VA | AVL | 1 | ÅRPR | Avlopp obebygg inom detaljp | 2200 | 2023-06-01 00:00:00 | 0
Taxa_från_edp;16;0.2;12;287 | AVSLUTA_TJÄNST | Dummy för avslut av tjänst via order | RENH | HUSH | 1 | KVAN | Avslut av tjänst
Taxa_från_edp;8;0.192;11;12 | AMOPLAN | Amorteringsplan | VA | 1 | KVAN | Amorteringsplan
Taxa_från_edp;7;0.1917;12;2 | AMOAVISER | Amorteringsplanavisering | VA | 1 | KVAN | Amorteringsplanavisering | 20 | 1990-01-01 00:00:00
Taxa_från_edp;9;0.1917;12;3 | AMORÄNTA | Amorteringsplanränta | VA | 1 | KVAN | Amorteringsplanränta | 0 | 1990-01-01 00:00:00
Taxa_från_edp;10;0.1917;12;1 | AMOUPP | Amorteringsplansuppläggning | VA | 1 | KVAN | Amorteringsplansuppläggning | 150 | 1990-01-01 00:00:00
Taxa_till_edp;1;0.8542;17;intRecnum | strTaxekod | strTaxebenamning | strProdukt | strDelProdukt | bytDelradnr | strFaktor | strTaxedelAvser | strEntreprenorkod | strRenhDistrKod | curNuvarandePris | datNuvarandePrisDatum | bolPrisPerTomning | strAvvikandeFormel | bolPriserInklMoms | bytMomskod | strFormel
QA Word-Excel struktur;16;0.2333;2;Obs | Taxakod/pris har bara bevarats där befintlig rad kunde matchas. Nya rader saknar taxakod/pris tills ni fyller i dessa.
QA Word-Excel struktur;8;0.1833;2;§2.2.6 | Saknad paragraf byggd med samtliga 15 prispunkter.
QA Word-Excel struktur;9;0.1833;2;§2.2.7 | Saknad paragraf byggd med 3 prispunkter.
QA Word-Excel struktur;1;0.125;2;Kontroll | Status
QA Word-Excel struktur;2;0.125;2;Källfil Word | Förslag till taxestruktur mall ASN 2026-03-13 v2(2).docx
QA Word-Excel struktur;3;0.125;2;Källfil Excel | Avfallstaxa_redigerbar_korrigerad_tom_2_2_6(1).xlsx
QA Word-Excel struktur;4;0.125;2;Åtgärd | Taxepunkter har byggts om så att varje prisfält i Word motsvarar en egen rad i Excel.
QA Word-Excel struktur;7;0.125;2;Tillagda/korrigerade huvudområden | Kommentar
QA Word-Excel struktur;5;0.075;2;Antal rader i Taxepunkter efter korrigering | 367
QA Word-Excel struktur;10;0.075;2;§2.2.1–§2.2.2 | Rader delade upp per hämtningsintervall enligt Word.
QA Word-Excel struktur;11;0.075;2;§2.4.1–§2.4.11 | Tidigare §2.6.* och separata 2.4/2.5 har byggts om enligt Word-numrering.
QA Word-Excel struktur;12;0.075;2;§2.5.1 | Budning för fastighetsnära hämtning flyttad från tidigare §2.7.4 till Word-strukturen.
QA Word-Excel struktur;13;0.075;2;§3–§5 | Saknade rader för tillägg per m3, extra tank/brunn, latrin, fosforfilter och fettavskiljare har lagts till enligt Word.
QA Word-Excel struktur;14;0.075;2;"§6.1.1–§6.1.4 | ÅVC-struktur byggd enligt Word-numrering; befintliga §6- och tidigare §2.7-rader har bevarats under §6."
Taxa_Saknas;1;1.0;25;Källparagraf | Källpunkt | Rad i Taxepunkter | Wordtext | Status | Matchmetod | FöreslagenTaxekod | intRecnum | Taxepunkt | strTaxekod | strTaxebenamning | strProdukt | strDelProdukt | bytDelradnr | strFaktor | strTaxedelAvser | strEntreprenorkod | strRenhDistrKod | curNuvarandePris | datNuvarandePrisDatum | bolPrisPerTomning | strAvvikandeFormel | bolPriserInklMoms | bytMomskod | strFormel
Taxekod_Tolkning;8;0.5125;7;RE | Avfallsslag | Restavfall | KÄ370RE26FV | Taxa_från_edp rad 242 / strTaxekod KÄ370RE26FV | strTaxebenamning + strTaxedelAvser | Bekräftad
Taxekod_Tolkning;9;0.5125;7;MA | Avfallsslag | Matavfall | KÄ140MA52FV | Taxa_från_edp rad 221 / strTaxekod KÄ140MA52FV | strTaxebenamning + strTaxedelAvser | Bekräftad
Taxekod_Tolkning;27;0.5125;7;TÖM | Koddel | Tömning | MB3200TÖM | Taxa_från_edp rad 211 / strTaxekod MB3200TÖM | strTaxebenamning + strTaxedelAvser | Bekräftad
Taxekod_Tolkning;22;0.4167;8;FV | Suffix | Flerbostadshus eller verksamhet | KÄ660RE52FV | Taxa_från_edp rad 259 / strTaxekod KÄ660RE52FV | strTaxebenamning: FLB/VHT + användarbekräftelse | Bekräftad | Samma FV-taxekod kan användas både för flerbostadshus och verksamhet om övriga villkor stämmer.
Taxekod_Tolkning;2;0.4042;7;KÄ | Prefix | Kärl | KÄ240RM26 | Taxa_från_edp rad 234 / strTaxekod KÄ240RM26 | strTaxekod + strTaxebenamning | Bekräftad
Taxekod_Tolkning;6;0.4042;7;RM | Avfallsslag | Rest-/matavfall | KÄ240RM26 | Taxa_från_edp rad 234 / strTaxekod KÄ240RM26 | strTaxebenamning: rest/matavfall | Bekräftad
Taxekod_Tolkning;7;0.4042;7;RK | Avfallsslag | Restavfall/kompost | KÄ240RK26 | Taxa_från_edp rad 232 / strTaxekod KÄ240RK26 | strTaxebenamning: restavfall/kompost | Bekräftad
Taxekod_Tolkning;12;0.4042;7;XRM | Avfallsslag/kärltyp | Extrakärl rest-/matavfall | KÄ190XRM26 | Taxa_från_edp rad 226 / strTaxekod KÄ190XRM26 | strTaxebenamning: extrakärl, rest/matavfall | Bekräftad
Taxekod_Tolkning;21;0.4042;7;FRI | Suffix | Fritidshus | KÄ240RM26FRI | Taxa_från_edp rad 236 / strTaxekod KÄ240RM26FRI | strTaxebenamning | Bekräftad
Taxekod_Tolkning;25;0.4042;7;SL | Prefix/kategori | Slam | SLBUDFOS | Taxa_från_edp rad 133 / strTaxekod SLBUDFOS | strDelProdukt + strTaxebenamning | Bekräftad
Taxekod_Tolkning;13;0.3899;7;140 | Volym | 140 liter | KÄ140MA26FV | Taxa_från_edp rad 216 / strTaxekod KÄ140MA26FV | strTaxebenamning | Bekräftad
Taxekod_Tolkning;14;0.3899;7;190 | Volym | 190 liter / 120–190 liter för extrakärl | KÄ190XRM26 | Taxa_från_edp rad 226 / strTaxekod KÄ190XRM26 | strTaxebenamning | Bekräftad
Taxekod_Tolkning;15;0.3899;7;240 | Volym | 240 liter | KÄ240RM26 | Taxa_från_edp rad 234 / strTaxekod KÄ240RM26 | strTaxebenamning | Bekräftad
Taxekod_Tolkning;16;0.3899;7;370 | Volym | 370 liter | KÄ370RE26FV | Taxa_från_edp rad 242 / strTaxekod KÄ370RE26FV | strTaxebenamning | Bekräftad
Taxekod_Tolkning;17;0.3899;7;660 | Volym | 660 liter | KÄ660RE26FV | Taxa_från_edp rad 254 / strTaxekod KÄ660RE26FV | strTaxebenamning | Bekräftad
Taxekod_Tolkning;18;0.3899;7;26 | Frekvens | Var 14:e dag / 26 tömningar per år | KÄ240RM26 | Taxa_från_edp rad 234 / strTaxekod KÄ240RM26 | strTaxebenamning | Bekräftad
Taxekod_Tolkning;19;0.3899;7;52 | Frekvens | Varje vecka / 52 tömningar per år | KÄ240RM52FV | Taxa_från_edp rad 31 / strTaxekod KÄ240RM52FV | strTaxebenamning | Bekräftad
Taxekod_Tolkning;3;0.3083;8;MB | Prefix | Markbehållare eller underjordsbehållare | MB3200RE26 | Taxa_från_edp rad 211 / 271 | strTaxebenamning + användarbekräftelse | Bekräftad | Kan omfatta både mark- och underjordsbehållare.
Taxekod_Tolkning;23;0.3083;8;FLB | Förkortning i benämning | Flerbostadshus | FLB/VHT | Taxa_från_edp, flera rader | strTaxebenamning | Bekräftad | Förekommer i strTaxebenamning, inte nödvändigtvis som egen koddel.
Taxekod_Tolkning;24;0.3083;8;VHT | Förkortning i benämning | Verksamhet | FLB/VHT | Taxa_från_edp, flera rader | strTaxebenamning | Bekräftad | Förekommer i strTaxebenamning, inte nödvändigtvis som egen koddel.
Taxekod_Tolkning;28;0.2958;7;KVAN | strFaktor | Kvantitet | KVAN | Taxa_från_edp rad 2 | kvantitetskoder + strFaktor | Bekräftad
Taxekod_Tolkning;29;0.2958;7;ÅRKV | strFaktor | Årskvantitet | ÅRKV | Taxa_från_edp rad 216 | kvantitetskoder + strFaktor | Bekräftad
Taxekod_Tolkning;30;0.2958;7;ÅRPR | strFaktor | Årspris | ÅRPR | Taxa_från_edp VA-rader | kvantitetskoder + strFaktor | Bekräftad
Taxekod_Tolkning;1;0.2;8;Koddel | Typ | Betydelse | Exempel | Första förekomst | Källa | Status | Kommentar
Taxekod_Tolkning;4;0.2;8;BTMR | Kodstruktur | Bottentömmande behållare, mat-/restavfall | BTMRFV | Taxa_Saknas / föreslagen struktur | Användarbekräftelse | Bekräftad | Används för nya föreslagna taxor när EDP-träff saknas.
Taxekod_Tolkning;5;0.2;8;LVRE | Kodstruktur | Lastväxlarflak, restavfall | LVREFV | Taxa_Saknas / föreslagen struktur | Användarbekräftelse | Bekräftad | Används för nya föreslagna taxor när EDP-träff saknas.
Taxekod_Tolkning;10;0.2;8;TI | Avfallsslag | Tidningar/returpapper | KÄ190TI26FV | Taxa_Saknas / föreslagen struktur | Användarbekräftelse | Bekräftad | Används där EDP-träff saknas för tidningar/returpapper.
Taxekod_Tolkning;11;0.2;8;FP | Avfallsslag | Förpackningar | KÄ370FP26FV | Taxa_Saknas / föreslagen struktur | Användarbekräftelse | Bekräftad | Används där EDP-träff saknas för förpackningar.
Taxekod_Tolkning;20;0.1875;8;12 | Frekvens | Månadsvis / 12 tömningar per år | KÄ240RM12FV | Taxa_Saknas / föreslagen struktur | Härledd från kodmönster och Word | Härledd | Finns inte som säker EDP-träff i genomgången hittills.
Taxekod_Tolkning;26;0.1875;7;ÅVC | Kategori | Återvinningscentral | ASBEST | Taxa_från_edp rad 66 / strDelProdukt ÅVC | strDelProdukt | Bekräftad
Källa_Prislista_DH;7;0.1375;3;Post | Exkl. moms | Inkl. moms
Källa_Prislista_DH;24;0.1375;3;ABP | Debiteras separat enligt faktisk kostnad | Debiteras separat enligt faktisk kostnad
Källa_Prislista_DH;4;0.125;2;Beräkningsgrund | Full självkostnad med intern ersättning till taxekollektivet
Källa_Prislista_DH;27;0.125;2;Regel | DH-priser är unika för detaljhandel och får inte användas i beräkningsmodeller för andra taxor.
Källa_Prislista_DH;28;0.125;2;Källa | Prislista DH.xlsx
Källa_Prislista_DH;5;0.1042;3;Moms | 0.25 | Ändra moms här
Källa_Prislista_DH;8;0.0708;3;Intern kalkyltimme sopbil inkl. chaufför och OH | 1500 | 1875
Källa_Prislista_DH;9;0.0708;3;Kärltömning 140–240 liter, ordinarie tur/intervall | 125 | 156.25
Källa_Prislista_DH;10;0.0708;3;Kärltömning 370 liter, ordinarie tur/intervall | 145 | 181.25
Källa_Prislista_DH;11;0.0708;3;Kärltömning 660 liter, ordinarie tur/intervall | 165 | 206.25
Källa_Prislista_DH;12;0.0708;3;Extra/avvikande tömning utanför planerad rutt | 1500 | 1875
Källa_Prislista_DH;13;0.0708;3;Kärlhyra 140 liter | 25 | 31.25
Källa_Prislista_DH;14;0.0708;3;Kärlhyra 190 liter | 30 | 37.5
Källa_Prislista_DH;15;0.0708;3;Kärlhyra 240 liter | 35 | 43.75
Källa_Prislista_DH;16;0.0708;3;Kärlhyra 370 liter | 50 | 62.5
Källa_Prislista_DH;17;0.0708;3;Kärlhyra 660 liter | 85 | 106.25
Källa_Prislista_DH;18;0.0708;3;Utkörning/utställning av kärl 140–240 | 300 | 375
Källa_Prislista_DH;19;0.0708;3;Utkörning/utställning av kärl 370–660 | 450 | 562.5
Källa_Prislista_DH;20;0.0708;3;Byte av kärlstorlek på kundens begäran | 450 | 562.5
Källa_Prislista_DH;21;0.0708;3;Hemtagning/avslut av kärl | 300 | 375
Källa_Prislista_DH;22;0.0708;3;Matavfall | 3600 | 4500
Källa_Prislista_DH;23;0.0708;3;Restavfall | 4200 | 5250
Källa_Kvantitetskoder;10;0.3542;3;DR10 | Dragväg 1,5–10 meter | Taxa_från_edp strFormel/strTaxedelAvser
Källa_Kvantitetskoder;11;0.3542;3;DR20 | Dragväg 10,1–20 meter | Taxa_från_edp strFormel/strTaxedelAvser
Källa_Kvantitetskoder;12;0.3542;3;LÄGH | Lägenheter | Taxa_från_edp strFormel
Källa_Kvantitetskoder;2;0.2458;3;KVAN | Kvantitet | Användarens fil/uppgift + Taxa_från_edp strFaktor
Källa_Kvantitetskoder;3;0.2458;3;ÅRKV | Årskvantitet | Användarens fil/uppgift + Taxa_från_edp strFaktor
Källa_Kvantitetskoder;4;0.2458;3;ÅRPR | Årspris | Kvantitetskoder + Taxa_från_edp strFaktor
Källa_Kvantitetskoder;5;0.2458;3;FÖRB | Förbrukning | Användarens uppgift + Taxa_från_edp strFaktor
Källa_Kvantitetskoder;6;0.2458;3;UPFÖ | Uppskattad förbrukning | Kvantitetskoder + Taxa_från_edp strFaktor
Källa_Kvantitetskoder;7;0.2458;3;ANTB | Antal behållare | Taxa_från_edp strFormel
Källa_Kvantitetskoder;8;0.2458;3;ANTL | Övriga antal / antal tillfällen | Taxa_från_edp strFormel
Källa_Kvantitetskoder;9;0.2458;3;VIKG | Vikt i kilo | Taxa_från_edp strFormel
Källa_Kvantitetskoder;13;0.2458;3;FAST | Fast avgift | Taxa_från_edp strFormel
Källa_Kvantitetskoder;14;0.2458;3;KBMÖ | Kubikmeter övrigt | Taxa_från_edp strFormel
Källa_Kvantitetskoder;15;0.2458;3;KBMS | Kubikmeter slam | Taxa_från_edp strFormel
Källa_Kvantitetskoder;1;0.1375;3;Kod | Tolkning | Källa/kommentar
01_Projektöversikt;2;0.125;2;Syfte | Bygga och kvalitetssäkra Taxepunkter från Word, EDP och kompletterande prislistor.
01_Projektöversikt;3;0.125;2;Fas 1 | Word → Excel: pågår. Word styr struktur, Taxepunkter byggs successivt, Taxa_Saknas byggs successivt.
01_Projektöversikt;4;0.125;2;Fas 2 | Excel → Word: ej påbörjad. Ska hanteras separat senare. Regler för Fas 1 får inte blandas med Fas 2.
01_Projektöversikt;5;0.125;2;Status | Taxepunkter är under uppbyggnad. Arbetet är genomfört till och med §2.2.6 med kända justeringar.
01_Projektöversikt;6;0.125;2;Viktig princip | Arbetsboken ska kunna återanvändas med ny Taxa_från_edp från annat verksamhetssystem genom att läsa regler, källdokument, lexikon och beslutslogg.
02_Projektregler;14;0.6792;3;R013 | Matchningsordning | Sök först strTaxekod, sedan strTaxebenamning, strTaxedelAvser och strFaktor/strFormel.
02_Projektregler;25;0.6792;3;R024 | Vanliga taxerader i Taxepunkter | Rader där A:E innehåller uppdelad information, t.ex. Paragraf, Paragrafnamn, Taxapunkt, Variant och Enhet, ska inte vara sammanslagna och A:E ska ha vit bakgrund.
02_Projektregler;13;0.4625;3;R012 | Taxepunkt i Taxa_Saknas | Taxepunkt = Paragrafnamn / Taxapunkt.
02_Projektregler;5;0.3542;3;R004 | Taxakod | Kolumn Taxakod innehåller endast bekräftad exakt strTaxekod från Taxa_från_edp.
02_Projektregler;6;0.3542;3;R005 | Ingen påhittad Taxakod | Om match finns i Taxa_från_edp används exakt strTaxekod. Hitta inte på egen kod om EDP-kod finns.
02_Projektregler;7;0.3542;3;R006 | Föreslagen Taxa | Visar Taxakod om den är bekräftad, annars föreslagen taxa från Taxa_Saknas.
02_Projektregler;22;0.2458;3;R021 | Kostnadsfria rader i Taxepunkter | Rader som i Word anges som kostnadsfria ska finnas i Taxepunkter med Variant = Kostnadsfritt. Aktuellt pris får ändå inte fyllas manuellt.
02_Projektregler;24;0.2458;3;R023 | Underrubriker i Taxepunkter | Rader där kolumn A innehåller paragraf + rubriktext och B:E är tomma ska behandlas som underrubriker. De ska vara sammanslagna över A:E och enfärgade.
02_Projektregler;1;0.1375;3;ID | Regel | Beskrivning
02_Projektregler;2;0.1375;3;R001 | Fasindelning | Projektet består av två separata faser: Fas 1 Word → Excel och Fas 2 Excel → Word. De får inte blandas.
02_Projektregler;3;0.1375;3;R002 | Word styr struktur i Fas 1 | Alla taxepunkter, rader och kostnadsfria tjänster som finns i Word ska finnas i Taxepunkter.
02_Projektregler;4;0.1375;3;R003 | Taxepunkter byggs successivt | Taxepunkter är en arbetsflik under uppbyggnad och får inte ersättas med importdata.
02_Projektregler;8;0.1375;3;R007 | Aktuellt pris | Aktuellt pris (exkl moms) hämtas alltid från Taxa_från_edp och får aldrig redigeras manuellt.
02_Projektregler;9;0.1375;3;R008 | Föreslaget pris | Får fyllas manuellt/beräknas som arbetspris när Aktuellt pris saknas. Detta är inte EDP-pris.
02_Projektregler;10;0.1375;3;R009 | DH-priser | Prislista DH används endast för detaljhandel och får aldrig användas för beräkningsmodeller för andra taxor.
02_Projektregler;11;0.1375;3;R010 | Taxa_Saknas | Innehåller saknade eller föreslagna taxor med samma EDP-kolumner som Taxa_från_edp samt arbetskolumner.
02_Projektregler;12;0.1375;3;R011 | intRecnum i Taxa_Saknas | intRecnum = radnummer i Taxepunkter för felsökning, inte EDP:s original-ID.
02_Projektregler;15;0.1375;3;R014 | FV | FV betyder flerbostadshus eller verksamhet och kan återanvändas om övriga villkor stämmer.
02_Projektregler;16;0.1375;3;R015 | DH | DH betyder detaljhandel med beviljad hantering av kommunalt avfall. §2.2.6 använder DH, inte FV.
02_Projektregler;17;0.1375;3;R016 | MB | MB används för markbehållare eller underjordsbehållare och ska användas som prefix för bottentömmande behållare.
02_Projektregler;18;0.1375;3;R017 | LV | LV används för lastväxlarflak.
02_Projektregler;19;0.1375;3;R018 | GEMUPP | GEMUPP används för gemensam uppsamlingsplats.
02_Projektregler;20;0.1375;3;R019 | FOB | FOB används för fysisk nyckel/fob.
02_Projektregler;21;0.1375;3;R020 | Kostnadsfria rader | Kostnadsfri rad ska finnas i Taxepunkter, men pris ska fortfarande hämtas från Taxa_från_edp om bekräftad taxekod finns.
02_Projektregler;23;0.1375;3;R022 | Kostnadsfria rader i Taxa_Saknas | Om kostnadsfri tjänst saknar bekräftad EDP-taxa ska den läggas i Taxa_Saknas med föreslagen taxekod och utan manuellt Aktuellt pris.
03_Arbetsflöde;8;0.5375;3;7 | Matcha mot Taxa_från_edp | Använd matchningsordningen strTaxekod → strTaxebenamning → strTaxedelAvser → strFaktor.
03_Arbetsflöde;5;0.3208;3;4 | Läs Taxekod_Tolkning | Använd lexikonet för prefix, suffix, koddelar, strFaktor och strFormel.
03_Arbetsflöde;10;0.3208;3;9 | Uppdatera Föreslagen Taxa | Kolumnen hämtar bekräftad Taxakod eller förslag från Taxa_Saknas.
03_Arbetsflöde;1;0.1375;3;Steg | Arbetsmoment | Beskrivning
03_Arbetsflöde;2;0.1042;3;1 | Läs Projektöversikt | Identifiera om arbetet gäller Fas 1 Word→Excel eller Fas 2 Excel→Word.
03_Arbetsflöde;3;0.1042;3;2 | Läs Projektregler | Följ reglerna innan några ändringar görs.
03_Arbetsflöde;4;0.1042;3;3 | Läs Källdokument | Kontrollera vilka importflikar och externa filer som krävs.
03_Arbetsflöde;6;0.1042;3;5 | Importera/ersätt Taxa_från_edp | Om ny EDP-export används ska endast importfliken bytas, inte arbetsflikarna.
03_Arbetsflöde;7;0.1042;3;6 | Kontrollera Word mot Taxepunkter | Lägg till saknade rader från Word, inklusive kostnadsfria rader.
03_Arbetsflöde;9;0.1042;3;8 | Uppdatera Taxa_Saknas | Alla saknade/osäkra taxor ska dokumenteras med intRecnum = Taxepunkter-rad.
03_Arbetsflöde;11;0.1042;3;10 | Fyll Föreslaget pris vid behov | Aktuellt pris får aldrig ändras. Föreslaget pris används bara som arbetspris.
03_Arbetsflöde;12;0.1042;3;11 | Dokumentera beslut | Uppdatera Beslutslogg och Kontrollrapport.
03_Arbetsflöde;13;0.1042;3;12 | Vänta med Excel→Word | Prisöverföring till Word hanteras i senare separat fas.
04_Källdokument;5;0.3792;5;Källa_Kvantitetskoder | Ja | Referens för strFaktor/strFormel | Ja | Används för tolkning, inte för pris.
04_Källdokument;1;0.1625;5;Källa/flik | Obligatorisk | Funktion | Får ersättas vid ny körning | Kommentar
04_Källdokument;2;0.1625;5;Word taxedokument (.docx) | Ja | Juridisk/strukturell källa för Taxepunkter | Ja | Ska importeras/läsas vid ny taxemall. Nuvarande Word ligger ej som komplett filflik i Excel.
04_Källdokument;3;0.1625;5;Taxa_från_edp | Ja | Bekräftade taxekoder, benämningar, faktorer, formler och priser | Ja | Enda källa för Aktuellt pris. Får bytas mot ny export.
04_Källdokument;4;0.1625;5;Källa_Prislista_DH | Ja om DH finns | Unik prislista för detaljhandel | Ja | Får endast användas för DH och aldrig för andra beräkningsmodeller.
04_Källdokument;6;0.1625;5;Taxepunkter | Ja | Arbetsflik som byggs från Word + EDP | Nej | Under uppbyggnad och ska inte ersättas.
04_Källdokument;7;0.1625;5;Taxa_Saknas | Ja | Saknade/föreslagna taxor | Nej | Under uppbyggnad och ska inte ersättas.
04_Källdokument;8;0.1625;5;Taxekod_Tolkning | Ja | Lexikon över koddelar | Nej | Byggs successivt.
04_Källdokument;9;0.1625;5;Projektregler/Arbetsflöde/Beslutslogg | Ja | Självdokumentation | Nej | Behövs för framtida promptning.
Projektstatus;1;0.1375;3;Delprojekt | Status | Progress/Kommentar
Projektstatus;2;0.1375;3;"Taxepunkter | Under uppbyggnad | Kontrollerad till och med §2.2.6; fortsättning återstår."
Projektstatus;3;0.1375;3;Taxa_Saknas | Under uppbyggnad | Fylls löpande med saknade taxor och förslag.
Projektstatus;4;0.1375;3;Taxekod_Tolkning | Under uppbyggnad | Lexikon påbörjat och uppdateras löpande.
Projektstatus;5;0.1375;3;Word → Excel | Pågår | Fas 1.
Projektstatus;6;0.1375;3;Excel → Word | Ej påbörjad | Fas 2 hanteras separat senare.
Projektstatus;7;0.1375;3;DH-prislogik | Fastställd | DH-priser är fristående och får inte användas för andra modeller.
Projektstatus;8;0.1375;3;Kostnadsfria rader | Åtgärdat | Tre kostnadsfria rader från Word har lagts till i Taxepunkter och Taxa_Saknas.
Dokumentation_Taxepunkter;9;0.5;6;H | Taxabeskrivning | Automatisk | Taxa_från_edp[strTaxebenamning] | Slår upp Taxakod i Taxa_från_edp kolumn strTaxekod och returnerar strTaxebenamning. | Nej
Dokumentation_Taxepunkter;3;0.3917;6;B | Paragrafnamn | Manuell | Word | Anges utifrån rubrik i Word. | Ja
Dokumentation_Taxepunkter;7;0.3917;6;F | Taxakod | Manuell med dropdown | Taxa_från_edp | Endast bekräftad exakt strTaxekod från Taxa_från_edp. | Ja
Dokumentation_Taxepunkter;8;0.3917;6;"G | Föreslagen Taxa | Automatisk | Taxakod + Taxa_Saknas | =IF($F7<>"""",$F7,IFERROR(_xludf.XLOOKUP(ROW(),Taxa_Saknas!$H:$H,Taxa_Saknas!$G:$G),"""")) | Nej"
Dokumentation_Taxepunkter;10;0.3917;6;I | Faktor | Automatisk | Taxa_från_edp[strFaktor] | Slår upp Taxakod och returnerar strFaktor. | Nej
Dokumentation_Taxepunkter;18;0.3417;2;F påverkar G/H/I/J | Taxakod styr föreslagen taxa, taxabeskrivning, faktor och aktuellt pris.
Dokumentation_Taxepunkter;19;0.3417;2;G hämtar från Taxa_Saknas | Om Taxakod saknas används intRecnum/radnummer för att hämta föreslagen taxa.
Dokumentation_Taxepunkter;2;0.2833;6;A | Paragraf | Manuell | Word | Anges utifrån paragraf i Word. | Ja
Dokumentation_Taxepunkter;4;0.2833;6;C | Taxapunkt | Manuell | Word | Anges utifrån raden/tjänsten i Word. | Ja
Dokumentation_Taxepunkter;5;0.2833;6;D | Variant | Manuell | Word | Anger t.ex. Hämtning varje vecka, Avgift per tömning, var 14:e dag. | Ja
Dokumentation_Taxepunkter;6;0.2833;6;E | Enhet | Manuell | Word/bedömning | Anger debiteringsenhet, t.ex. st/år, st/tömning, kg. | Ja
Dokumentation_Taxepunkter;11;0.2833;6;J | Aktuellt pris (exkl m) | Automatisk | Taxa_från_edp[curNuvarandePris] | Slår upp Taxakod och returnerar aktuellt pris exkl. moms. Får aldrig redigeras manuellt. | Nej
Dokumentation_Taxepunkter;1;0.175;6;Kolumn | Rubrik | Typ | Källa/beroende | Formel/regel för en normalrad | Får ändras manuellt
Dokumentation_Taxepunkter;12;0.175;6;K | Föreslaget pris | Manuell/beräknad arbetskolumn | Projektdata/DH-prislista/bedömning | Används bara när Aktuellt pris saknas. DH-priser får endast användas för DH. | Ja
Dokumentation_Taxepunkter;13;0.175;6;L | Antal | Manuell | Taxevolym/bedömning | Anges vid behov för intäktsberäkning. | Ja
Dokumentation_Taxepunkter;14;0.175;6;"M | Pris kr (inkl.) | Automatisk | J eller K + moms | =IFERROR(IF(J7<>"""",J7*1.25,IF(K7<>"""",K7*1.25,"""")),"""") | Nej"
Dokumentation_Taxepunkter;15;0.175;6;"N | Intäkt (kr) exkl | Automatisk | J/K och L | =IFERROR(IF(J7<>"""",L7*J7,IF(K7<>"""",L7*K7,"""")),"""") | Nej"
Dokumentation_Taxepunkter;22;0.175;6;Radtyp | Kännetecken | Format | Regel | Exempel | Får ändras manuellt
Dokumentation_Taxepunkter;23;0.175;6;Underrubrik | Endast kolumn A har text, B:E är tomma | A:E sammanslaget, enfärgad ljusblå rad | Används för avsnittsrubriker | §2.1 Grundavgift | Nej
Dokumentation_Taxepunkter;24;0.175;6;Taxerad | A:E innehåller uppdelade fält | A:E ej sammanslaget, vit bakgrund | Används för faktiska taxepunkter | §2.1 | Grundavgift | En- och tvåbostadshus | st/år | Ja
Dokumentation_Taxepunkter;17;0.125;2;Beroende | Beskrivning
Dokumentation_Taxepunkter;20;0.125;2;J är låst principmässigt | Aktuellt pris är alltid EDP-pris och får inte ändras manuellt.
Dokumentation_Taxepunkter;21;0.125;2;K är arbetspris | Föreslaget pris används endast som arbetsunderlag när J saknas.
