Index;Section;Original tax point;Enriched tax point;Section context;Property context;Waste context;Service context;Container context;Confidence;Notes
108;4.2;Hantering av kod för kodlås;Hantering av kod för kodlås [Tilläggstjänst Flerbostadshus Träavfall Hämtning/tömning Latrin];Tilläggstjänst;Flerbostadshus;Träavfall;Hämtning/tömning;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
109;5.1;Upp till 3 m3;Upp till 3 m3 [Slam Flerbostadshus Träavfall Hämtning/tömning Latrin];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
110;5.1;Mellan 3 m3 och 6 m3;Mellan 3 m3 och 6 m3 [Slam Flerbostadshus Träavfall Hämtning/tömning Latrin];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
111;5.1;Över 6 m3;Över 6 m3 [Slam Flerbostadshus Träavfall Hämtning/tömning Latrin];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
112;5.2;Dragning av extra slang vid 5-25 m;Dragning av extra slang vid 5-25 m [Slam Flerbostadshus Träavfall Latrin];Slam;Flerbostadshus;Träavfall;Extra;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
113;5.2;Dragning av extra slang vid 25-35 m;Dragning av extra slang vid 25-35 m [Slam Flerbostadshus Träavfall Latrin];Slam;Flerbostadshus;Träavfall;Extra;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
114;5.2;Dragning av extra slang vid 36-45 m;Dragning av extra slang vid 36-45 m [Slam Flerbostadshus Träavfall Latrin];Slam;Flerbostadshus;Träavfall;Extra;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
115;5.2;Dragning av extra slang vid 46-55 m;Dragning av extra slang vid 46-55 m [Slam Flerbostadshus Träavfall Latrin];Slam;Flerbostadshus;Träavfall;Extra;Latrin;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
116;5.2;Hantering av brunnslock som väger 15-25 kg;Hantering av brunnslock som väger 15-25 kg [Slam Flerbostadshus Träavfall Extra];Slam;Flerbostadshus;Träavfall;Extra;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
117;5.2;Krav på information om tömningstid;Krav på information om tömningstid [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
118;5.2;Krav på närvaro vid specificerad tömningstid;Krav på närvaro vid specificerad tömningstid [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
119;5.2;Hantering av kod för kodlås vid tömning;Hantering av kod för kodlås vid tömning [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
120;5.2;Hetvattentvätt med spolbil, timersättning;Hetvattentvätt med spolbil, timersättning [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
121;5.2;Silikontätning per lock;Silikontätning per lock [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
122;5.2;Tömning av extra tank i samband med ordinarie/budad tömning upp till 5 m3;Tömning av extra tank i samband med ordinarie/budad tömning upp till 5 m3 [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
123;5.3;Budning inom ordinarie tömningsperiod (1 maj- 31 oktober);Budning inom ordinarie tömningsperiod (1 maj- 31 oktober) [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
124;5.3;Budning utanför ordinarie tömningsperiod;Budning utanför ordinarie tömningsperiod [Slam Flerbostadshus Träavfall Hämtning/tömning Brunn];Slam;Flerbostadshus;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
125;6.1.1;Verksamheter;Verksamheter [Verksamhetsavfall Träavfall Hämtning/tömning Brunn];Verksamhetsavfall;Verksamhet;Träavfall;Hämtning/tömning;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
126;6.1.1;Övriga abonnemangstyper;Övriga abonnemangstyper [Verksamhetsavfall Verksamhet Träavfall Brunn];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
127;6.1.1;Vågkort;Vågkort [Verksamhetsavfall Verksamhet Träavfall Abonnemang Brunn];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
128;6.1.1;Borttappat vågkort;Borttappat vågkort [Verksamhetsavfall Verksamhet Träavfall Abonnemang Brunn];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
129;6.1.1;Ej redovisad ankomst till ÅVC (för företagare och privatpersoner som lämnar verksamhetsavfall utan att anmäla sin ankomst);Ej redovisad ankomst till ÅVC (för företagare och privatpersoner som lämnar verksamhetsavfall utan att anmäla sin ankomst) [Träavfall Abonnemang Brunn];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
130;6.1.1;Ej redovisad eller fel redovisad fraktion av avfall;Ej redovisad eller fel redovisad fraktion av avfall [Verksamhetsavfall Verksamhet Träavfall Abonnemang Brunn];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Brunn;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
131;6.1.2;Avfall till energiåtervinning (240 L sopsäck);Avfall till energiåtervinning (240 L sopsäck) [Verksamhetsavfall Verksamhet Träavfall Abonnemang];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
132;6.1.2;Avfall till energiåtervinning;Avfall till energiåtervinning [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
133;6.1.2;Skrymmande avfall till energiåtervinning större än 20×20×80;Skrymmande avfall till energiåtervinning större än 20×20×80 [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
134;6.1.2;Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp;Träavfall – obehandlat, utan tapet, plastmatta, tjärpapp [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
135;6.1.2;Träavfall – behandlat, utan tapet, plastmatta, tjärpapp;Träavfall – behandlat, utan tapet, plastmatta, tjärpapp [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
136;6.1.2;Tryckimpregnerat virke, pall;Tryckimpregnerat virke, pall [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
137;6.1.2;Betong, lättbetong;Betong, lättbetong [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
138;6.1.2;Gips, gipsskivor;Gips, gipsskivor [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Gips;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
139;6.1.2;Tegel;Tegel [Verksamhetsavfall Verksamhet Gips Abonnemang Säck];Verksamhetsavfall;Verksamhet;Gips;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
140;6.1.2;Fönster- och planglas utan karm;Fönster- och planglas utan karm [Verksamhetsavfall Verksamhet Gips Abonnemang Säck];Verksamhetsavfall;Verksamhet;Gips;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
141;6.1.2;Fönster med karm;Fönster med karm [Verksamhetsavfall Verksamhet Gips Abonnemang Säck];Verksamhetsavfall;Verksamhet;Gips;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
142;6.1.2;Plast;Plast [Verksamhetsavfall Verksamhet Gips Abonnemang Säck];Verksamhetsavfall;Verksamhet;Gips;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
143;6.1.2;Isolering utan innehåll av asbest;Isolering utan innehåll av asbest [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
144;6.1.2;Klinker, keramik, porslin;Klinker, keramik, porslin [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
145;6.1.2;Handfat;Handfat [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
146;6.1.2;WC-stol;WC-stol [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
147;6.1.2;Metall;Metall [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
148;6.1.2;Textilier;Textilier [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
149;6.1.2;Fiskeredskap;Fiskeredskap [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
150;6.1.2;Ätbart fett/frityrolja;Ätbart fett/frityrolja [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
151;6.1.2;Kvistar och grenar;Kvistar och grenar [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
152;6.1.2;Jord;Jord [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
153;6.1.2;Sten;Sten [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
154;6.1.2;Stubbar/rötter för krossning;Stubbar/rötter för krossning [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
155;6.1.2;Flera fraktioner för egen sortering på ramp (max 2 m³);Flera fraktioner för egen sortering på ramp (max 2 m³) [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
156;6.1.2;Osorterat avfall till sortering (ej innehåll av farligt avfall och elavfall);Osorterat avfall till sortering (ej innehåll av farligt avfall och elavfall) [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Farligt avfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
157;6.1.2;Tonerkassetter, utan elektronik/chip;Tonerkassetter, utan elektronik/chip [Verksamhetsavfall Verksamhet Farligt avfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Farligt avfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
158;6.1.2;Oljeemulsion, emballerat;Oljeemulsion, emballerat [Verksamhetsavfall Verksamhet Farligt avfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Farligt avfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
159;6.1.2;Förorenad olja innehållande PCB;Förorenad olja innehållande PCB [Verksamhetsavfall Verksamhet Farligt avfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Farligt avfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
160;6.1.2;Oljeavskiljarslam;Oljeavskiljarslam [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Slam;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
161;6.1.2;Diesel;Diesel [Verksamhetsavfall Verksamhet Slam Abonnemang Säck];Verksamhetsavfall;Verksamhet;Slam;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
162;6.1.2;Bensinrester;Bensinrester [Verksamhetsavfall Verksamhet Slam Abonnemang Säck];Verksamhetsavfall;Verksamhet;Slam;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
163;6.1.2;Hydralslang, med/utan koppling;Hydralslang, med/utan koppling [Verksamhetsavfall Verksamhet Slam Abonnemang Säck];Verksamhetsavfall;Verksamhet;Slam;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
164;6.1.2;Förpackningar, tömde ej rengjorda;Förpackningar, tömde ej rengjorda [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Förpackningar;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
165;6.1.2;Oljeavfall, fast osorterat emba;Oljeavfall, fast osorterat emba [Verksamhetsavfall Verksamhet Förpackningar Abonnemang Säck];Verksamhetsavfall;Verksamhet;Förpackningar;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
166;6.1.2;Absorbermedel, filtermaterial;Absorbermedel, filtermaterial [Verksamhetsavfall Verksamhet Förpackningar Abonnemang Säck];Verksamhetsavfall;Verksamhet;Förpackningar;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
167;6.1.2;Oljefilter;Oljefilter [Verksamhetsavfall Verksamhet Förpackningar Abonnemang Säck];Verksamhetsavfall;Verksamhet;Förpackningar;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
168;6.1.2;Bromsvätska;Bromsvätska [Verksamhetsavfall Verksamhet Förpackningar Abonnemang Säck];Verksamhetsavfall;Verksamhet;Förpackningar;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
169;6.1.2;Transformator, kondensator med PCB;Transformator, kondensator med PCB [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
170;6.1.2;Fogskum;Fogskum [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
171;6.1.2;Halon;Halon [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
172;6.1.2;Koldioxid;Koldioxid [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
173;6.1.2;Brandsläckare;Brandsläckare [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
174;6.1.2;Helium;Helium [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
175;6.1.2;Tändare;Tändare [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
176;6.1.2;Syrgas;Syrgas [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
177;6.1.2;Oxiderande fast ämne/vätska;Oxiderande fast ämne/vätska [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
178;6.1.2;Klorex;Klorex [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
179;6.1.2;Aerosoler isocyanat, bekämpning;Aerosoler isocyanat, bekämpning [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
180;6.1.2;Gasol inkl tub;Gasol inkl tub [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
181;6.1.2;Gasol, blå programmet;Gasol, blå programmet [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
182;6.1.2;Giftig organisk vätska;Giftig organisk vätska [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
183;6.1.2;Småkemikalier, ej Hg-haltiga;Småkemikalier, ej Hg-haltiga [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
184;6.1.2;Giftig oorganisk vätska;Giftig oorganisk vätska [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
185;6.1.2;Oxidationsmedel, flytande;Oxidationsmedel, flytande [Verksamhetsavfall Verksamhet Träavfall Abonnemang Säck];Verksamhetsavfall;Verksamhet;Träavfall;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
186;6.1.2;Asbest, emballerat;Asbest, emballerat [Verksamhetsavfall Verksamhet Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
187;6.1.2;Smittförande avfall;Smittförande avfall [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
188;6.1.2;Lösningsmedel;Lösningsmedel [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
189;6.1.2;Väteperoxid;Väteperoxid [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
190;6.1.2;Flourvätesyra;Flourvätesyra [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
191;6.1.2;Svavelsyra;Svavelsyra [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
192;6.1.2;Salpetersyra;Salpetersyra [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
193;6.1.2;Surt oorganisk fast ämne;Surt oorganisk fast ämne [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
194;6.1.2;Surt organisk fast ämne;Surt organisk fast ämne [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
195;6.1.2;Surt oorganisk vätska;Surt oorganisk vätska [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
196;6.1.2;Surt organisk vätska;Surt organisk vätska [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
197;6.1.2;Ammoniaklösning;Ammoniaklösning [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
198;6.1.2;Alkaliskt avfall fast;Alkaliskt avfall fast [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
199;6.1.2;Basiskt organiskt fast/flytande;Basiskt organiskt fast/flytande [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
200;6.1.2;Fotokemikalier;Fotokemikalier [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
201;6.1.2;Bekämpningsmedel aerosoler;Bekämpningsmedel aerosoler [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
202;6.1.2;Bekämpningsmedel fast;Bekämpningsmedel fast [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
203;6.1.2;Bekämpningsmedel flytande;Bekämpningsmedel flytande [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
204;6.1.2;Kvicksilverhaltigt avfall;Kvicksilverhaltigt avfall [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader. | Kort taxarad – kontext är extra viktig.
205;6.1.2;Kvicksilver i föremål;Kvicksilver i föremål [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
206;6.1.2;Oljehaltigt avfall (ej PCB);Oljehaltigt avfall (ej PCB) [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
207;6.1.2;Olja förorenad (ej PCB);Olja förorenad (ej PCB) [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
208;6.1.2;Färg-, lack-, limburkar lösning;Färg-, lack-, limburkar lösning [Verksamhetsavfall Verksamhet Asbest Abonnemang Säck];Verksamhetsavfall;Verksamhet;Asbest;Abonnemang;Säck;0.90;Kontext ärvd från sektion/rubrik/närliggande rader.
